State,Year,Quarter,Brand,Transaction_count,Percentage,Region
Goa,2020,3,Huawei,9964,0.02097852,Southern Region
Goa,2020,3,Lenovo,7790,0.016401312,Southern Region
Goa,2020,3,Others,38906,0.081913922,Southern Region
Goa,2020,4,Xiaomi,132099,0.250384773,Southern Region
Goa,2020,4,Samsung,114296,0.216640383,Southern Region
Goa,2020,4,Vivo,78921,0.149589449,Southern Region
Goa,2020,4,Oppo,55468,0.105135865,Southern Region
Goa,2020,4,Realme,28000,0.053072117,Southern Region
Goa,2020,4,Apple,24214,0.045896009,Southern Region
Goa,2020,4,OnePlus,17571,0.033304649,Southern Region
Goa,2020,4,Motorola,15500,0.029379208,Southern Region
Goa,2020,4,Huawei,10821,0.020510478,Southern Region
Goa,2020,4,Lenovo,8172,0.015489477,Southern Region
Goa,2020,4,Others,42522,0.080597592,Southern Region
Goa,2021,1,Xiaomi,142193,0.249446087,Southern Region
Goa,2021,1,Samsung,123133,0.216009543,Southern Region
Goa,2021,1,Vivo,87010,0.15263975,Southern Region
Goa,2021,1,Oppo,60381,0.105925075,Southern Region
Goa,2021,1,Realme,31824,0.055828151,Southern Region
Goa,2021,1,Apple,26139,0.045855079,Southern Region
Goa,2021,1,OnePlus,18577,0.032589227,Southern Region
Goa,2021,1,Motorola,15944,0.027970212,Southern Region
Goa,2021,1,Huawei,11414,0.020023332,Southern Region
Goa,2021,1,Lenovo,8178,0.014346487,Southern Region
Goa,2021,1,Others,45242,0.079367056,Southern Region
Goa,2021,2,Xiaomi,152107,0.249721723,Southern Region
Goa,2021,2,Samsung,129938,0.213325759,Southern Region
Goa,2021,2,Vivo,94216,0.154679153,Southern Region
Goa,2021,2,Oppo,64685,0.106196623,Southern Region
Goa,2021,2,Realme,37973,0.062342187,Southern Region
Goa,2021,2,Apple,28049,0.046049456,Southern Region
Goa,2021,2,OnePlus,19803,0.032511583,Southern Region
Goa,2021,2,Motorola,15937,0.026164576,Southern Region
Goa,2021,2,Huawei,11315,0.018576405,Southern Region
Goa,2021,2,Lenovo,7861,0.0129058,Southern Region
Goa,2021,2,Others,47222,0.077526736,Southern Region
Goa,2021,3,Xiaomi,163235,0.249801824,Southern Region
Goa,2021,3,Samsung,135615,0.207534379,Southern Region
Goa,2021,3,Vivo,103139,0.157835699,Southern Region
Goa,2021,3,Oppo,69841,0.106879096,Southern Region
Goa,2021,3,Realme,45087,0.068997548,Southern Region
Goa,2021,3,Apple,29989,0.045892774,Southern Region
Goa,2021,3,OnePlus,22136,0.033875169,Southern Region
Goa,2021,3,Motorola,15824,0.024215787,Southern Region
Goa,2021,3,Huawei,11214,0.017161011,Southern Region
Goa,2021,3,Tecno,7719,0.011812542,Southern Region
Goa,2021,3,Others,49659,0.075994173,Southern Region
Goa,2021,4,Xiaomi,172749,0.247783206,Southern Region
Goa,2021,4,Samsung,141066,0.202338571,Southern Region
Goa,2021,4,Vivo,110824,0.158960839,Southern Region
Goa,2021,4,Oppo,75088,0.107702767,Southern Region
Goa,2021,4,Realme,53598,0.076878502,Southern Region
Goa,2021,4,Apple,33398,0.047904552,Southern Region
Goa,2021,4,OnePlus,24355,0.03493369,Southern Region
Goa,2021,4,Motorola,16068,0.023047199,Southern Region
Goa,2021,4,Huawei,10899,0.015633023,Southern Region
Goa,2021,4,Tecno,9081,0.013025368,Southern Region
Goa,2021,4,Others,50052,0.071792283,Southern Region
Goa,2022,1,Xiaomi,181266,0.245409056,Southern Region
Goa,2022,1,Samsung,146487,0.198323107,Southern Region
Goa,2022,1,Vivo,118448,0.160362185,Southern Region
Goa,2022,1,Oppo,80145,0.108505229,Southern Region
Goa,2022,1,Realme,60870,0.082409549,Southern Region
Goa,2022,1,Apple,36235,0.049057171,Southern Region
Goa,2022,1,OnePlus,26283,0.035583541,Southern Region
Goa,2022,1,Motorola,16125,0.021831016,Southern Region
Goa,2022,1,Huawei,10823,0.014652843,Southern Region
Goa,2022,1,Tecno,10780,0.014594627,Southern Region
Goa,2022,1,Others,51166,0.069271677,Southern Region
Gujarat,2018,1,Xiaomi,655082,0.243520562,Western Region
Gujarat,2018,1,Samsung,589816,0.219258541,Western Region
Gujarat,2018,1,Vivo,424397,0.157765586,Western Region
Gujarat,2018,1,Oppo,297896,0.110740031,Western Region
Gujarat,2018,1,Apple,124833,0.046405492,Western Region
Gujarat,2018,1,Realme,107796,0.040072147,Western Region
Gujarat,2018,1,OnePlus,85786,0.031890137,Western Region
Gujarat,2018,1,Lenovo,74654,0.027751921,Western Region
Gujarat,2018,1,Motorola,65692,0.024420382,Western Region
Gujarat,2018,1,Huawei,32104,0.01193436,Western Region
Gujarat,2018,1,Others,231992,0.08624084,Western Region
Gujarat,2018,2,Xiaomi,877057,0.245961874,Western Region
Gujarat,2018,2,Samsung,771605,0.216388914,Western Region
Gujarat,2018,2,Vivo,588311,0.164985943,Western Region
Gujarat,2018,2,Oppo,406366,0.113961285,Western Region
Gujarat,2018,2,Apple,158941,0.044573416,Western Region
Gujarat,2018,2,Realme,139735,0.039187285,Western Region
Gujarat,2018,2,OnePlus,104673,0.029354497,Western Region
Gujarat,2018,2,Lenovo,94848,0.026599174,Western Region
Gujarat,2018,2,Motorola,82342,0.023091991,Western Region
Gujarat,2018,2,Huawei,42387,0.011887011,Western Region
Gujarat,2018,2,Others,299560,0.08400861,Western Region
Gujarat,2018,3,Xiaomi,1090580,0.246003831,Western Region
Gujarat,2018,3,Samsung,952941,0.214956387,Western Region
Gujarat,2018,3,Vivo,773925,0.174575469,Western Region
Gujarat,2018,3,Oppo,521622,0.117663088,Western Region
Gujarat,2018,3,Apple,186759,0.042127519,Western Region
Gujarat,2018,3,Realme,171742,0.038740111,Western Region
Gujarat,2018,3,OnePlus,121797,0.027473939,Western Region
Gujarat,2018,3,Lenovo,107576,0.024266086,Western Region
Gujarat,2018,3,Motorola,95285,0.021493586,Western Region
Gujarat,2018,3,Huawei,53733,0.012120637,Western Region
Gujarat,2018,3,Others,357223,0.080579349,Western Region
Gujarat,2018,4,Xiaomi,1363826,0.244455318,Western Region
Gujarat,2018,4,Samsung,1194869,0.214171076,Western Region
Gujarat,2018,4,Vivo,1025717,0.183851881,Western Region
Gujarat,2018,4,Oppo,679260,0.121752129,Western Region
Gujarat,2018,4,Apple,230209,0.041263192,Western Region
Gujarat,2018,4,Realme,212094,0.038016218,Western Region
Gujarat,2018,4,OnePlus,145412,0.026063982,Western Region
Gujarat,2018,4,Lenovo,127399,0.022835291,Western Region
Gujarat,2018,4,Motorola,112287,0.020126581,Western Region
Gujarat,2018,4,Huawei,68005,0.012189373,Western Region
Gujarat,2018,4,Others,419962,0.075274958,Western Region
Gujarat,2019,1,Xiaomi,1611706,0.242269414,Western Region
Gujarat,2019,1,Samsung,1419211,0.213333832,Western Region
Gujarat,2019,1,Vivo,1271697,0.191159732,Western Region
Gujarat,2019,1,Oppo,837507,0.125892893,Western Region
Gujarat,2019,1,Apple,266733,0.040094935,Western Region
Gujarat,2019,1,Realme,248960,0.037423322,Western Region
Gujarat,2019,1,OnePlus,164369,0.02470772,Western Region
Gujarat,2019,1,Lenovo,143180,0.021522619,Western Region
Gujarat,2019,1,Motorola,124721,0.018747888,Western Region
Gujarat,2019,1,Huawei,81525,0.012254725,Western Region
Gujarat,2019,1,Others,482927,0.072592918,Western Region
Gujarat,2019,2,Xiaomi,1819154,0.240163598,Western Region
Gujarat,2019,2,Samsung,1612210,0.212842978,Western Region
Gujarat,2019,2,Vivo,1487567,0.196387685,Western Region
Gujarat,2019,2,Oppo,976688,0.128941752,Western Region
Gujarat,2019,2,Apple,301303,0.039777838,Western Region
Gujarat,2019,2,Realme,281975,0.037226167,Western Region
Gujarat,2019,2,OnePlus,180243,0.023795571,Western Region
Gujarat,2019,2,Lenovo,158443,0.020917548,Western Region
Gujarat,2019,2,Motorola,134995,0.017821957,Western Region
Gujarat,2019,2,Huawei,92218,0.012174564,Western Region
Gujarat,2019,2,Others,529849,0.069950341,Western Region
Gujarat,2019,3,Xiaomi,2007322,0.238136291,Western Region
Gujarat,2019,3,Samsung,1784247,0.21167205,Western Region
Gujarat,2019,3,Vivo,1706171,0.202409595,Western Region
Gujarat,2019,3,Oppo,1111618,0.131875498,Western Region
Gujarat,2019,3,Apple,330663,0.039227817,Western Region
Gujarat,2019,3,Realme,318122,0.03774003,Western Region
Gujarat,2019,3,OnePlus,194687,0.023096464,Western Region
Gujarat,2019,3,Lenovo,161748,0.019188784,Western Region
Gujarat,2019,3,Motorola,141326,0.016766044,Western Region
Gujarat,2019,3,Huawei,102241,0.012129241,Western Region
Gujarat,2019,3,Others,571154,0.067758185,Western Region
Gujarat,2019,4,Xiaomi,2194279,0.235341731,Western Region
Gujarat,2019,4,Samsung,1961599,0.210386238,Western Region
Gujarat,2019,4,Vivo,1944394,0.208540961,Western Region
Gujarat,2019,4,Oppo,1262789,0.135437175,Western Region
Gujarat,2019,4,Realme,362885,0.038920294,Western Region
Gujarat,2019,4,Apple,353958,0.037962852,Western Region
Gujarat,2019,4,OnePlus,206534,0.022151271,Western Region
Gujarat,2019,4,Lenovo,169920,0.018224331,Western Region
Gujarat,2019,4,Motorola,147476,0.015817158,Western Region
Gujarat,2019,4,Huawei,111054,0.01191081,Western Region
Gujarat,2019,4,Others,608911,0.065307178,Western Region
Gujarat,2020,1,Xiaomi,2375291,0.231513387,Western Region
Gujarat,2020,1,Vivo,2206536,0.215065279,Western Region
Gujarat,2020,1,Samsung,2139753,0.208556115,Western Region
Gujarat,2020,1,Oppo,1429059,0.139286634,Western Region
Gujarat,2020,1,Realme,411217,0.040080243,Western Region
Gujarat,2020,1,Apple,377075,0.036752512,Western Region
Gujarat,2020,1,OnePlus,216733,0.021124397,Western Region
Gujarat,2020,1,Lenovo,183981,0.017932146,Western Region
Gujarat,2020,1,Motorola,152517,0.014865432,Western Region
Gujarat,2020,1,Huawei,119412,0.011638775,Western Region
Gujarat,2020,1,Others,648269,0.06318508,Western Region
Gujarat,2020,2,Xiaomi,2596510,0.227910838,Western Region
Gujarat,2020,2,Vivo,2517289,0.220957148,Western Region
Gujarat,2020,2,Samsung,2358840,0.207049155,Western Region
Gujarat,2020,2,Oppo,1638925,0.143858013,Western Region
Gujarat,2020,2,Realme,464677,0.040787412,Western Region
Gujarat,2020,2,Apple,399962,0.035106999,Western Region
Gujarat,2020,2,OnePlus,225499,0.019793363,Western Region
Gujarat,2020,2,Lenovo,199446,0.01750654,Western Region
Gujarat,2020,2,Motorola,159087,0.013963995,Western Region
Gujarat,2020,2,Huawei,128197,0.011252599,Western Region
Gujarat,2020,2,Others,704225,0.061813939,Western Region
Gujarat,2020,3,Vivo,2833786,0.227287518,Western Region
Gujarat,2020,3,Xiaomi,2792901,0.224008283,Western Region
Gujarat,2020,3,Samsung,2570866,0.206199675,Western Region
Gujarat,2020,3,Oppo,1827108,0.14654559,Western Region
Gujarat,2020,3,Realme,525717,0.042165821,Western Region
Gujarat,2020,3,Apple,425591,0.034135084,Western Region
Gujarat,2020,3,OnePlus,236755,0.018989245,Western Region
Gujarat,2020,3,Lenovo,211958,0.017000369,Western Region
Gujarat,2020,3,Motorola,164618,0.013203402,Western Region
Gujarat,2020,3,Huawei,135946,0.010903727,Western Region
Gujarat,2020,3,Others,742601,0.059561286,Western Region
Gujarat,2020,4,Vivo,3159752,0.232245855,Western Region
Gujarat,2020,4,Xiaomi,2998305,0.220379292,Western Region
Gujarat,2020,4,Samsung,2800655,0.205851761,Western Region
Gujarat,2020,4,Oppo,2016643,0.148225866,Western Region
Gujarat,2020,4,Realme,592948,0.043582444,Western Region
Gujarat,2020,4,Apple,456563,0.03355797,Western Region
Gujarat,2020,4,OnePlus,249222,0.018318139,Western Region
Gujarat,2020,4,Lenovo,223106,0.016398579,Western Region
Gujarat,2020,4,Motorola,170289,0.012516462,Western Region
Gujarat,2020,4,Huawei,144035,0.010586759,Western Region
Gujarat,2020,4,Others,793685,0.058336873,Western Region
Gujarat,2021,1,Vivo,3492512,0.238069666,Western Region
Gujarat,2021,1,Xiaomi,3197714,0.217974542,Western Region
Gujarat,2021,1,Samsung,2987011,0.203611816,Western Region
Gujarat,2021,1,Oppo,2188804,0.149201445,Western Region
Gujarat,2021,1,Realme,666628,0.045441191,Western Region
Gujarat,2021,1,Apple,489078,0.033338364,Western Region
Gujarat,2021,1,OnePlus,264150,0.01800598,Western Region
Gujarat,2021,1,Lenovo,224880,0.015329112,Western Region
Gujarat,2021,1,Motorola,174216,0.011875563,Western Region
Gujarat,2021,1,Huawei,149907,0.010218522,Western Region
Gujarat,2021,1,Others,835226,0.056933799,Western Region
Gujarat,2021,2,Vivo,3834323,0.243665965,Western Region
Gujarat,2021,2,Xiaomi,3362430,0.213677813,Western Region
Gujarat,2021,2,Samsung,3154317,0.200452517,Western Region
Gujarat,2021,2,Oppo,2364362,0.150251961,Western Region
Gujarat,2021,2,Realme,790357,0.050226103,Western Region
Gujarat,2021,2,Apple,529166,0.033627773,Western Region
Gujarat,2021,2,OnePlus,293085,0.01862515,Western Region
Gujarat,2021,2,Lenovo,218253,0.013869679,Western Region
Gujarat,2021,2,Motorola,173429,0.011021175,Western Region
Gujarat,2021,2,Huawei,146703,0.009322774,Western Region
Gujarat,2021,2,Others,869556,0.055259091,Western Region
Gujarat,2021,3,Vivo,4261214,0.251447105,Western Region
Gujarat,2021,3,Xiaomi,3544088,0.209130701,Western Region
Gujarat,2021,3,Samsung,3267319,0.192799025,Western Region
Gujarat,2021,3,Oppo,2580826,0.152290222,Western Region
Gujarat,2021,3,Realme,932371,0.055017652,Western Region
Gujarat,2021,3,Apple,569577,0.033609785,Western Region
Gujarat,2021,3,OnePlus,345805,0.020405374,Western Region
Gujarat,2021,3,Lenovo,210237,0.012405733,Western Region
Gujarat,2021,3,Motorola,172358,0.010170557,Western Region
Gujarat,2021,3,Tecno,161791,0.009547016,Western Region
Gujarat,2021,3,Others,901175,0.053176828,Western Region
Gujarat,2021,4,Vivo,4645259,0.256089505,Western Region
Gujarat,2021,4,Xiaomi,3700589,0.204010585,Western Region
Gujarat,2021,4,Samsung,3390165,0.186897152,Western Region
Gujarat,2021,4,Oppo,2791203,0.153876844,Western Region
Gujarat,2021,4,Realme,1116664,0.061560815,Western Region
Gujarat,2021,4,Apple,635160,0.035015875,Western Region
Gujarat,2021,4,OnePlus,397948,0.021938563,Western Region
Gujarat,2021,4,Lenovo,199946,0.011022867,Western Region
Gujarat,2021,4,Tecno,187064,0.010312692,Western Region
Gujarat,2021,4,Motorola,174499,0.009619994,Western Region
Gujarat,2021,4,Others,900704,0.049655109,Western Region
Gujarat,2022,1,Vivo,4996272,0.259340284,Western Region
Gujarat,2022,1,Xiaomi,3842766,0.199465526,Western Region
Gujarat,2022,1,Samsung,3511762,0.182284182,Western Region
Gujarat,2022,1,Oppo,2996365,0.155531594,Western Region
Gujarat,2022,1,Realme,1272108,0.066031003,Western Region
Gujarat,2022,1,Apple,693504,0.035997545,Western Region
Gujarat,2022,1,OnePlus,441053,0.022893632,Western Region
Gujarat,2022,1,Tecno,223305,0.011591039,Western Region
Gujarat,2022,1,Lenovo,203354,0.010555447,Western Region
Gujarat,2022,1,Motorola,174739,0.009070135,Western Region
Gujarat,2022,1,Others,910086,0.047239614,Western Region
Haryana,2018,1,Xiaomi,444407,0.240563681,Northern Region
Haryana,2018,1,Samsung,394835,0.213729669,Northern Region
Haryana,2018,1,Vivo,256267,0.138720886,Northern Region
Haryana,2018,1,Oppo,192587,0.104250018,Northern Region
Haryana,2018,1,Apple,100085,0.0541774,Northern Region
Haryana,2018,1,Realme,89281,0.048329045,Northern Region
Haryana,2018,1,OnePlus,55486,0.030035342,Northern Region
Haryana,2018,1,Motorola,53420,0.028916988,Northern Region
Haryana,2018,1,Lenovo,34977,0.018933536,Northern Region
Haryana,2018,1,Huawei,29629,0.016038589,Northern Region
Haryana,2018,1,Others,196383,0.106304845,Northern Region
Haryana,2018,2,Xiaomi,599986,0.245170338,Northern Region
Haryana,2018,2,Samsung,516011,0.210855906,Northern Region
Haryana,2018,2,Vivo,351564,0.14365846,Northern Region
Haryana,2018,2,Oppo,260510,0.106451359,Northern Region
Haryana,2018,2,Apple,127528,0.052111354,Northern Region
Haryana,2018,2,Realme,116691,0.047683066,Northern Region
Haryana,2018,2,Motorola,68775,0.028103306,Northern Region
Haryana,2018,2,OnePlus,67358,0.027524282,Northern Region
Haryana,2018,2,Lenovo,44001,0.017979986,Northern Region
Haryana,2018,2,Huawei,39423,0.016109293,Northern Region
Haryana,2018,2,Others,255374,0.104352651,Northern Region
Haryana,2018,3,Xiaomi,751015,0.248647695,Northern Region
Haryana,2018,3,Samsung,630157,0.208633763,Northern Region
Haryana,2018,3,Vivo,451732,0.149560422,Northern Region
Haryana,2018,3,Oppo,328450,0.108743947,Northern Region
Haryana,2018,3,Apple,152459,0.05047646,Northern Region
Haryana,2018,3,Realme,143729,0.047586113,Northern Region
Haryana,2018,3,Motorola,81942,0.027129537,Northern Region
Haryana,2018,3,OnePlus,79279,0.026247865,Northern Region
Haryana,2018,3,Huawei,50399,0.016686212,Northern Region
Haryana,2018,3,Lenovo,49707,0.016457103,Northern Region
Haryana,2018,3,Others,301529,0.099830883,Northern Region
Haryana,2018,4,Xiaomi,948615,0.250091021,Northern Region
Haryana,2018,4,Samsung,785842,0.207177863,Northern Region
Haryana,2018,4,Vivo,591623,0.155974342,Northern Region
Haryana,2018,4,Oppo,427382,0.112674163,Northern Region
Haryana,2018,4,Apple,187472,0.049424755,Northern Region
Haryana,2018,4,Realme,179167,0.047235241,Northern Region
Haryana,2018,4,Motorola,98841,0.02605825,Northern Region
Haryana,2018,4,OnePlus,93582,0.024671777,Northern Region
Haryana,2018,4,Huawei,65203,0.017189993,Northern Region
Haryana,2018,4,Lenovo,59641,0.015723638,Northern Region
Haryana,2018,4,Others,355711,0.093778959,Northern Region
Haryana,2019,1,Xiaomi,1136307,0.250355879,Northern Region
Haryana,2019,1,Samsung,934852,0.205970476,Northern Region
Haryana,2019,1,Vivo,732478,0.161382596,Northern Region
Haryana,2019,1,Oppo,527926,0.116314849,Northern Region
Haryana,2019,1,Apple,216144,0.047621744,Northern Region
Haryana,2019,1,Realme,213023,0.046934112,Northern Region
Haryana,2019,1,Motorola,111982,0.024672339,Northern Region
Haryana,2019,1,OnePlus,105006,0.023135358,Northern Region
Haryana,2019,1,Huawei,80507,0.017737637,Northern Region
Haryana,2019,1,Lenovo,67191,0.0148038,Northern Region
Haryana,2019,1,Others,413351,0.091071209,Northern Region
Haryana,2019,2,Xiaomi,1301537,0.251357563,Northern Region
Haryana,2019,2,Samsung,1060392,0.204786763,Northern Region
Haryana,2019,2,Vivo,854882,0.165097923,Northern Region
Haryana,2019,2,Oppo,615320,0.118832838,Northern Region
Haryana,2019,2,Realme,244076,0.047136845,Northern Region
Haryana,2019,2,Apple,243241,0.046975587,Northern Region
Haryana,2019,2,Motorola,122500,0.023657646,Northern Region
Haryana,2019,2,OnePlus,114507,0.022114009,Northern Region
Haryana,2019,2,Huawei,92344,0.017833809,Northern Region
Haryana,2019,2,Lenovo,72976,0.014093391,Northern Region
Haryana,2019,2,Others,456255,0.088113626,Northern Region
Haryana,2019,3,Xiaomi,1453801,0.251359498,Northern Region
Haryana,2019,3,Samsung,1177753,0.203631311,Northern Region
Haryana,2019,3,Vivo,977699,0.169042345,Northern Region
Haryana,2019,3,Oppo,699529,0.120947267,Northern Region
Haryana,2019,3,Realme,278941,0.048228382,Northern Region
Haryana,2019,3,Apple,268393,0.046404652,Northern Region
Haryana,2019,3,Motorola,129804,0.022442871,Northern Region
Haryana,2019,3,OnePlus,123917,0.02142502,Northern Region
Haryana,2019,3,Huawei,103942,0.017971379,Northern Region
Haryana,2019,3,Lenovo,73965,0.012788411,Northern Region
Haryana,2019,3,Others,496008,0.085758864,Northern Region
Haryana,2019,4,Xiaomi,1597800,0.250962865,Northern Region
Haryana,2019,4,Samsung,1285177,0.201859871,Northern Region
Haryana,2019,4,Vivo,1103105,0.17326223,Northern Region
Haryana,2019,4,Oppo,785251,0.123337614,Northern Region
Haryana,2019,4,Realme,319391,0.050166028,Northern Region
Haryana,2019,4,Apple,288206,0.04526787,Northern Region
Haryana,2019,4,Motorola,136766,0.021481529,Northern Region
Haryana,2019,4,OnePlus,130817,0.020547133,Northern Region
Haryana,2019,4,Huawei,113928,0.017894416,Northern Region
Haryana,2019,4,Lenovo,76631,0.012036259,Northern Region
Haryana,2019,4,Others,529607,0.083184184,Northern Region
Haryana,2020,1,Xiaomi,1753322,0.249804738,Northern Region
Haryana,2020,1,Samsung,1400065,0.199474409,Northern Region
Haryana,2020,1,Vivo,1250165,0.178117391,Northern Region
Haryana,2020,1,Oppo,881733,0.125625003,Northern Region
Haryana,2020,1,Realme,364011,0.051862506,Northern Region
Haryana,2020,1,Apple,308315,0.043927212,Northern Region
Haryana,2020,1,Motorola,143514,0.020447172,Northern Region
Haryana,2020,1,OnePlus,137007,0.019520087,Northern Region
Haryana,2020,1,Huawei,123916,0.017654945,Northern Region
Haryana,2020,1,Lenovo,80705,0.011498453,Northern Region
Haryana,2020,1,Others,576017,0.082068083,Northern Region
Haryana,2020,2,Xiaomi,1914791,0.249228349,Northern Region
Haryana,2020,2,Samsung,1520490,0.197906305,Northern Region
Haryana,2020,2,Vivo,1398622,0.18204402,Northern Region
Haryana,2020,2,Oppo,984512,0.128143646,Northern Region
Haryana,2020,2,Realme,407778,0.053076204,Northern Region
Haryana,2020,2,Apple,326534,0.042501521,Northern Region
Haryana,2020,2,Motorola,151138,0.019672055,Northern Region
Haryana,2020,2,OnePlus,142338,0.018526651,Northern Region
Haryana,2020,2,Huawei,133152,0.017331005,Northern Region
Haryana,2020,2,Lenovo,83928,0.010924031,Northern Region
Haryana,2020,2,Others,619595,0.080646211,Northern Region
Haryana,2020,3,Xiaomi,2075024,0.247061491,Northern Region
Haryana,2020,3,Samsung,1655037,0.19705599,Northern Region
Haryana,2020,3,Vivo,1573430,0.187339501,Northern Region
Haryana,2020,3,Oppo,1092131,0.130033924,Northern Region
Haryana,2020,3,Realme,459785,0.054744026,Northern Region
Haryana,2020,3,Apple,348330,0.041473703,Northern Region
Haryana,2020,3,Motorola,158324,0.018850752,Northern Region
Haryana,2020,3,OnePlus,149108,0.017753455,Northern Region
Haryana,2020,3,Huawei,142260,0.016938102,Northern Region
Haryana,2020,3,Lenovo,87838,0.010458379,Northern Region
Haryana,2020,3,Others,657549,0.078290678,Northern Region
Haryana,2020,4,Xiaomi,2236661,0.244982707,Northern Region
Haryana,2020,4,Samsung,1795147,0.196623436,Northern Region
Haryana,2020,4,Vivo,1744266,0.191050412,Northern Region
Haryana,2020,4,Oppo,1196039,0.131002808,Northern Region
Haryana,2020,4,Realme,514733,0.056378988,Northern Region
Haryana,2020,4,Apple,374080,0.040973188,Northern Region
Haryana,2020,4,Motorola,165075,0.018080755,Northern Region
Haryana,2020,4,OnePlus,156430,0.017133864,Northern Region
Haryana,2020,4,Huawei,151226,0.016563867,Northern Region
Haryana,2020,4,Lenovo,91990,0.010075715,Northern Region
Haryana,2020,4,Others,704226,0.07713426,Northern Region
Haryana,2021,1,Xiaomi,2382996,0.242472429,Northern Region
Haryana,2021,1,Vivo,1922898,0.195656958,Northern Region
Haryana,2021,1,Samsung,1913165,0.194666615,Northern Region
Haryana,2021,1,Oppo,1300515,0.132328813,Northern Region
Haryana,2021,1,Realme,577867,0.058798594,Northern Region
Haryana,2021,1,Apple,401563,0.040859471,Northern Region
Haryana,2021,1,Motorola,169504,0.017247216,Northern Region
Haryana,2021,1,OnePlus,165335,0.016823016,Northern Region
Haryana,2021,1,Huawei,157570,0.016032919,Northern Region
Haryana,2021,1,Lenovo,92713,0.009433648,Northern Region
Haryana,2021,1,Others,743779,0.07568032,Northern Region
Haryana,2021,2,Xiaomi,2505880,0.237961885,Northern Region
Haryana,2021,2,Vivo,2114734,0.200818111,Northern Region
Haryana,2021,2,Samsung,2016108,0.191452448,Northern Region
Haryana,2021,2,Oppo,1416092,0.134474086,Northern Region
Haryana,2021,2,Realme,673053,0.063914058,Northern Region
Haryana,2021,2,Apple,434298,0.041241548,Northern Region
Haryana,2021,2,OnePlus,181344,0.017220681,Northern Region
Haryana,2021,2,Motorola,169562,0.016101846,Northern Region
Haryana,2021,2,Huawei,154484,0.014670018,Northern Region
Haryana,2021,2,Tecno,108879,0.010339303,Northern Region
Haryana,2021,2,Others,756160,0.071806016,Northern Region
Haryana,2021,3,Xiaomi,2638176,0.232944612,Northern Region
Haryana,2021,3,Vivo,2357220,0.208136871,Northern Region
Haryana,2021,3,Samsung,2089070,0.184459869,Northern Region
Haryana,2021,3,Oppo,1560205,0.137762359,Northern Region
Haryana,2021,3,Realme,781719,0.069023912,Northern Region
Haryana,2021,3,Apple,467144,0.041247695,Northern Region
Haryana,2021,3,OnePlus,210246,0.018564217,Northern Region
Haryana,2021,3,Motorola,168742,0.014899514,Northern Region
Haryana,2021,3,Huawei,153598,0.013562335,Northern Region
Haryana,2021,3,Tecno,134477,0.011873996,Northern Region
Haryana,2021,3,Others,764739,0.067524619,Northern Region
Haryana,2021,4,Xiaomi,2742821,0.226371874,Northern Region
Haryana,2021,4,Vivo,2569078,0.21203243,Northern Region
Haryana,2021,4,Samsung,2176063,0.179595919,Northern Region
Haryana,2021,4,Oppo,1697572,0.140104861,Northern Region
Haryana,2021,4,Realme,916660,0.075654241,Northern Region
Haryana,2021,4,Apple,529430,0.043695181,Northern Region
Haryana,2021,4,OnePlus,238331,0.019670053,Northern Region
Haryana,2021,4,Motorola,170147,0.014042657,Northern Region
Haryana,2021,4,Tecno,156987,0.01295653,Northern Region
Haryana,2021,4,Huawei,147354,0.012161494,Northern Region
Haryana,2021,4,Others,771996,0.06371476,Northern Region
Haryana,2022,1,Xiaomi,2837979,0.220562808,Northern Region
Haryana,2022,1,Vivo,2767906,0.215116856,Northern Region
Haryana,2022,1,Samsung,2259241,0.175584294,Northern Region
Haryana,2022,1,Oppo,1825605,0.141882856,Northern Region
Haryana,2022,1,Realme,1043668,0.081112068,Northern Region
Haryana,2022,1,Apple,578053,0.044925277,Northern Region
Haryana,2022,1,OnePlus,267015,0.020751943,Northern Region
Haryana,2022,1,Tecno,184983,0.014376558,Northern Region
Haryana,2022,1,Motorola,170641,0.013261923,Northern Region
Haryana,2022,1,Huawei,145049,0.011272957,Northern Region
Haryana,2022,1,Others,786848,0.061152462,Northern Region
Himachal Pradesh,2018,1,Xiaomi,63002,0.277086549,Northern Region
Himachal Pradesh,2018,1,Samsung,36283,0.159574796,Northern Region
Himachal Pradesh,2018,1,Vivo,20480,0.09007226,Northern Region
Himachal Pradesh,2018,1,Oppo,20074,0.088286648,Northern Region
Himachal Pradesh,2018,1,Realme,10722,0.047155995,Northern Region
Himachal Pradesh,2018,1,Apple,7525,0.033095398,Northern Region
Himachal Pradesh,2018,1,Motorola,7048,0.030997524,Northern Region
Himachal Pradesh,2018,1,Micromax,6997,0.030773223,Northern Region
Himachal Pradesh,2018,1,Lenovo,5750,0.025288843,Northern Region
Himachal Pradesh,2018,1,Gionee,5569,0.024492794,Northern Region
Himachal Pradesh,2018,1,Others,43923,0.193175971,Northern Region
Himachal Pradesh,2018,2,Xiaomi,89506,0.283876574,Northern Region
Himachal Pradesh,2018,2,Samsung,49124,0.155801319,Northern Region
Himachal Pradesh,2018,2,Vivo,29637,0.093996492,Northern Region
Himachal Pradesh,2018,2,Oppo,28884,0.091608283,Northern Region
Himachal Pradesh,2018,2,Realme,14951,0.047418482,Northern Region
Himachal Pradesh,2018,2,Apple,9926,0.031481229,Northern Region
Himachal Pradesh,2018,2,Motorola,9613,0.03048852,Northern Region
