State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Andhra Pradesh,2022,2,Vizianagaram,21766135,47294745020,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,2,Visakhapatnam,101387402,1.93243E+11,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,2,Prakasam,36163507,90435082546,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,2,Anantapur,46099366,1.02139E+11,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,2,Ysr,33154559,87601310070,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,2,West Godavari,44409239,1.07973E+11,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,2,Kurnool,40165692,92409350856,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,2,Chittoor,67507661,1.36435E+11,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,2,Guntur,66315749,1.47098E+11,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,2,Krishna,73525814,1.63998E+11,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,3,East Godavari,61467134,1.29678E+11,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,3,Srikakulam,22126541,46899962922,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,3,Spsr Nellore,42116582,95099325968,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2022,3,Vizianagaram,20440645,42513313395,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,3,Visakhapatnam,97434546,1.81124E+11,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,3,Prakasam,35376080,87475230073,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,3,Anantapur,45165363,97735649608,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,3,Ysr,33119038,86016932181,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,3,West Godavari,43635951,1.01707E+11,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,3,Kurnool,39557913,88415335176,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,3,Chittoor,65751781,1.33054E+11,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,3,Guntur,65612317,1.41589E+11,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,3,Krishna,71051144,1.53771E+11,17.0347692,81.7819183,Southern Region
Andhra Pradesh,2022,4,East Godavari,68016055,1.36531E+11,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,4,Srikakulam,23693779,47726411108,17.233496,81.7225986,Southern Region
Andhra Pradesh,2022,4,Spsr Nellore,42582064,92085916181,14.71875825,79.65961023,Southern Region
Andhra Pradesh,2022,4,Vizianagaram,22205190,44467386404,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,4,Visakhapatnam,103790055,1.85306E+11,18.110744,83.386585,Southern Region
Andhra Pradesh,2022,4,Prakasam,37211077,88105031866,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,4,Anantapur,48299601,1.01534E+11,15.2282086,79.8744994,Southern Region
Andhra Pradesh,2022,4,Ysr,35201596,87360426793,17.0771387,81.6653938,Southern Region
Andhra Pradesh,2022,4,West Godavari,47919930,1.05336E+11,16.9550574,81.4530037,Southern Region
Andhra Pradesh,2022,4,Kurnool,43524766,94667441029,15.8344103,78.0499956,Southern Region
Andhra Pradesh,2022,4,Chittoor,70322534,1.36841E+11,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,4,Guntur,70723763,1.46939E+11,13.0108668,79.2249071,Southern Region
Andhra Pradesh,2022,4,Krishna,76526667,1.57826E+11,17.0347692,81.7819183,Southern Region
Arunachal Pradesh,2018,1,Lower Dibang Valley,1356,1076236.814,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2018,1,Lower Subansiri,1477,3650727.894,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,1,Longding,2321,4361531.578,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,1,West Siang,1887,4796675.565,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,1,Kamle,14,7971.330495,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,1,Upper Siang,126,186610.6699,28.6416983,95.0252232,North-Eastern Region
Arunachal Pradesh,2018,1,Tirap,945,1064265,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,1,Papum Pare,14224,32555848.46,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,1,Kurung Kumey,84,99416.58027,27.98636765,93.15783469,North-Eastern Region
Arunachal Pradesh,2018,1,Siang,252,339471.8043,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,1,Lower Siang,1292,2337960.715,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,1,Kra Daadi,207,495375.1455,27.9366293,92.6658618,North-Eastern Region
Arunachal Pradesh,2018,1,Changlang,3195,5380749.415,27.272007,96.06552596,North-Eastern Region
Arunachal Pradesh,2018,1,Pakke Kessang,9,9131.404206,27.1061731,92.9311395,North-Eastern Region
Arunachal Pradesh,2018,1,Dibang Valley,2,169.8885654,28.8291044,95.95540958,North-Eastern Region
Arunachal Pradesh,2018,1,West Kameng,5787,9540632.547,27.33862695,92.43336624,North-Eastern Region
Arunachal Pradesh,2018,1,East Siang,3286,5533620.186,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2018,1,Upper Subansiri,735,1358367.502,28.3,94,North-Eastern Region
Arunachal Pradesh,2018,1,East Kameng,529,473824.766,27.55778095,92.96738427,North-Eastern Region
Arunachal Pradesh,2018,1,Lohit,3747,11496949.55,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,1,Lepa Rada,288,403149.467,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,1,Tawang,2334,5055665.023,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2018,1,Namsai,1400,2162984.705,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2018,2,Lower Dibang Valley,1827,2561237.506,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2018,2,Lower Subansiri,1666,4113742.044,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,2,Longding,4634,10271170.17,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,2,West Siang,2579,7610989.567,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,2,Kamle,12,23654.05837,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,2,Upper Siang,240,494895.0928,28.6416983,95.0252232,North-Eastern Region
Arunachal Pradesh,2018,2,Tirap,1903,3126393.765,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,2,Papum Pare,25363,66520931.2,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,2,Kurung Kumey,83,123737.222,27.98636765,93.15783469,North-Eastern Region
Arunachal Pradesh,2018,2,Anjaw,7,7871.020815,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2018,2,Siang,336,740232.631,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,2,Lower Siang,2292,2179451.658,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,2,Kra Daadi,247,987135.996,27.9366293,92.6658618,North-Eastern Region
Arunachal Pradesh,2018,2,Changlang,6066,13294258.5,27.272007,96.06552596,North-Eastern Region
Arunachal Pradesh,2018,2,Pakke Kessang,48,58359.57139,27.1061731,92.9311395,North-Eastern Region
Arunachal Pradesh,2018,2,Dibang Valley,68,65769.20367,28.8291044,95.95540958,North-Eastern Region
Arunachal Pradesh,2018,2,West Kameng,10466,25521321.34,27.33862695,92.43336624,North-Eastern Region
Arunachal Pradesh,2018,2,East Siang,6363,15285584.2,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2018,2,Upper Subansiri,1285,2911910.369,28.3,94,North-Eastern Region
Arunachal Pradesh,2018,2,East Kameng,522,1825297.462,27.55778095,92.96738427,North-Eastern Region
Arunachal Pradesh,2018,2,Lohit,6962,20520618.88,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,2,Lepa Rada,511,731444.7371,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,2,Tawang,5447,13722374.81,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2018,2,Namsai,3230,6271811.328,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2018,3,Lower Dibang Valley,2824,6074558.207,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2018,3,Lower Subansiri,2346,5154231.737,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,3,Longding,5288,18327334.05,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,3,West Siang,3337,12966152.79,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,3,Kamle,93,30504.94301,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,3,Upper Siang,250,743956.1056,28.6416983,95.0252232,North-Eastern Region
Arunachal Pradesh,2018,3,Tirap,3322,7479257.008,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,3,Papum Pare,43282,101080479.3,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,3,Kurung Kumey,255,303027.4066,27.98636765,93.15783469,North-Eastern Region
Arunachal Pradesh,2018,3,Anjaw,13,95403.67678,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2018,3,Siang,615,2141734.5,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,3,Lower Siang,2625,3045590.882,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,3,Kra Daadi,436,1606758.408,27.9366293,92.6658618,North-Eastern Region
Arunachal Pradesh,2018,3,Changlang,10162,20494174.95,27.272007,96.06552596,North-Eastern Region
Arunachal Pradesh,2018,3,Pakke Kessang,165,305164.8171,27.1061731,92.9311395,North-Eastern Region
Arunachal Pradesh,2018,3,Dibang Valley,29,196466.667,28.8291044,95.95540958,North-Eastern Region
Arunachal Pradesh,2018,3,West Kameng,17026,48528147.45,27.33862695,92.43336624,North-Eastern Region
Arunachal Pradesh,2018,3,East Siang,10539,24885270.77,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2018,3,Upper Subansiri,1601,4223297.614,28.3,94,North-Eastern Region
Arunachal Pradesh,2018,3,East Kameng,1029,3132863.591,27.55778095,92.96738427,North-Eastern Region
Arunachal Pradesh,2018,3,Lohit,11595,32702331.66,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,3,Lepa Rada,523,1777602.437,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,3,Tawang,8715,25733824.99,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2018,3,Namsai,5076,10698272.77,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2018,4,Lower Dibang Valley,4227,10951332.39,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2018,4,Lower Subansiri,3735,8884930.591,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,4,Longding,6581,22545311.85,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2018,4,West Siang,3813,14013986.24,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,4,Kamle,247,361497.0568,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2018,4,Upper Siang,1041,2157332.947,28.6416983,95.0252232,North-Eastern Region
Arunachal Pradesh,2018,4,Tirap,5725,10811742.67,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,4,Papum Pare,55224,154875448.2,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2018,4,Kurung Kumey,444,759686.7196,27.98636765,93.15783469,North-Eastern Region
Arunachal Pradesh,2018,4,Anjaw,273,495578.1994,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2018,4,Siang,822,2176630.237,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,4,Lower Siang,2883,4533291.201,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2018,4,Kra Daadi,750,3254327.442,27.9366293,92.6658618,North-Eastern Region
Arunachal Pradesh,2018,4,Changlang,13950,32343047.41,27.272007,96.06552596,North-Eastern Region
Arunachal Pradesh,2018,4,Pakke Kessang,297,462143.519,27.1061731,92.9311395,North-Eastern Region
Arunachal Pradesh,2018,4,Dibang Valley,40,97205.28809,28.8291044,95.95540958,North-Eastern Region
Arunachal Pradesh,2018,4,West Kameng,25439,89194886.84,27.33862695,92.43336624,North-Eastern Region
Arunachal Pradesh,2018,4,Shi Yomi,61,42483.80153,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2018,4,East Siang,12893,34272134.34,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2018,4,Upper Subansiri,2686,8771042.08,28.3,94,North-Eastern Region
Arunachal Pradesh,2018,4,East Kameng,1750,5936855.71,27.55778095,92.96738427,North-Eastern Region
Arunachal Pradesh,2018,4,Lohit,14268,40510521.95,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,4,Lepa Rada,932,3023578.189,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2018,4,Tawang,11104,35921510.89,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2018,4,Namsai,7244,17643523.29,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2019,1,Lower Dibang Valley,6314,13738776.18,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2019,1,Lower Subansiri,4994,12615032.12,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2019,1,Longding,7287,25349462.06,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2019,1,West Siang,5921,19426751.3,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,1,Kamle,391,725807.1059,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,1,Upper Siang,1154,2756678.308,28.6416983,95.0252232,North-Eastern Region
Arunachal Pradesh,2019,1,Tirap,6877,14075747.84,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,1,Papum Pare,70941,188556716.4,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,1,Kurung Kumey,740,2076644.122,27.98636765,93.15783469,North-Eastern Region
Arunachal Pradesh,2019,1,Anjaw,2116,4643030.796,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2019,1,Siang,1282,2552682.037,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2019,1,Lower Siang,3565,6923301.928,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2019,1,Kra Daadi,1070,3797175.484,27.9366293,92.6658618,North-Eastern Region
Arunachal Pradesh,2019,1,Changlang,17589,40239141.67,27.272007,96.06552596,North-Eastern Region
Arunachal Pradesh,2019,1,Pakke Kessang,545,1682922.837,27.1061731,92.9311395,North-Eastern Region
Arunachal Pradesh,2019,1,Dibang Valley,102,301591.3864,28.8291044,95.95540958,North-Eastern Region
Arunachal Pradesh,2019,1,West Kameng,34289,101333633.7,27.33862695,92.43336624,North-Eastern Region
Arunachal Pradesh,2019,1,Shi Yomi,19,212989.6305,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2019,1,East Siang,15621,39284373.05,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2019,1,Upper Subansiri,3880,14105451.85,28.3,94,North-Eastern Region
Arunachal Pradesh,2019,1,East Kameng,2688,9107597.731,27.55778095,92.96738427,North-Eastern Region
Arunachal Pradesh,2019,1,Lohit,15896,42834776.78,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2019,1,Lepa Rada,1523,4054526.309,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2019,1,Tawang,13102,39489779.14,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2019,1,Namsai,8600,20065516.62,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2019,2,Lower Dibang Valley,5819,13737167.75,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2019,2,Lower Subansiri,5579,14746949.65,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2019,2,Longding,6744,23464027.89,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2019,2,West Siang,8041,24549832.98,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,2,Kamle,414,1136776.696,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,2,Upper Siang,1079,3993676.33,28.6416983,95.0252232,North-Eastern Region
Arunachal Pradesh,2019,2,Tirap,6868,18633793.43,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,2,Papum Pare,86433,246640891.3,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,2,Kurung Kumey,1427,4036511.934,27.98636765,93.15783469,North-Eastern Region
Arunachal Pradesh,2019,2,Anjaw,2473,5220589.921,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2019,2,Siang,1654,5373179.352,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2019,2,Lower Siang,3791,7075961.239,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2019,2,Kra Daadi,1447,4315353.219,27.9366293,92.6658618,North-Eastern Region
Arunachal Pradesh,2019,2,Changlang,18631,48891048.26,27.272007,96.06552596,North-Eastern Region
Arunachal Pradesh,2019,2,Pakke Kessang,687,1750138.059,27.1061731,92.9311395,North-Eastern Region
Arunachal Pradesh,2019,2,Dibang Valley,98,214966.6162,28.8291044,95.95540958,North-Eastern Region
Arunachal Pradesh,2019,2,West Kameng,37430,122521180.8,27.33862695,92.43336624,North-Eastern Region
Arunachal Pradesh,2019,2,Shi Yomi,13,65209.39364,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2019,2,East Siang,16494,46549881.24,28.3,95.15,North-Eastern Region
Arunachal Pradesh,2019,2,Upper Subansiri,4827,18395806.57,28.3,94,North-Eastern Region
Arunachal Pradesh,2019,2,East Kameng,2309,8996397.735,27.55778095,92.96738427,North-Eastern Region
Arunachal Pradesh,2019,2,Lohit,18693,48893746.83,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2019,2,Lepa Rada,2108,5045595.907,28.0060625,96.2431946,North-Eastern Region
Arunachal Pradesh,2019,2,Tawang,15960,55915834.59,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2019,2,Namsai,9637,22491356.66,27.6741942,91.93620588,North-Eastern Region
Arunachal Pradesh,2019,3,Lower Dibang Valley,8405,15177864.64,17.0347692,81.7819183,North-Eastern Region
Arunachal Pradesh,2019,3,Lower Subansiri,8828,21059967.5,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2019,3,Longding,10269,26620415.02,27.8,93.6,North-Eastern Region
Arunachal Pradesh,2019,3,West Siang,11889,30014806.82,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,3,Kamle,677,968784.5134,28.4,94.55,North-Eastern Region
Arunachal Pradesh,2019,3,Upper Siang,1419,3927440.442,28.6416983,95.0252232,North-Eastern Region
Arunachal Pradesh,2019,3,Tirap,11249,21737827.19,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,3,Papum Pare,117940,301518075.7,27.5013437,96.5242944,North-Eastern Region
Arunachal Pradesh,2019,3,Kurung Kumey,1579,3674797.099,27.98636765,93.15783469,North-Eastern Region
Arunachal Pradesh,2019,3,Anjaw,4230,9665384.075,28.1114301,96.82699963,North-Eastern Region
Arunachal Pradesh,2019,3,Siang,2640,6888800.899,28.477492,94.81655729,North-Eastern Region
Arunachal Pradesh,2019,3,Lower Siang,5348,9507511.569,28.477492,94.81655729,North-Eastern Region
