State,Year,Quarter,District,Transaction_count,Transaction_amount,Latitude,Longitude,Region
Madhya Pradesh,2018,2,Niwari,27058,24959522.51,25.5575031,78.1466102,Central Region
Madhya Pradesh,2018,2,Rewa,298854,492363779.3,23.1689247,80.03308114,Central Region
Madhya Pradesh,2018,2,Shajapur,129061,175288994.9,23.4207601,76.27436,Central Region
Madhya Pradesh,2018,2,Ujjain,291630,463505751.5,22.8633236,75.8543994,Central Region
Madhya Pradesh,2018,2,Bhind,126920,171639410.9,26.5658766,78.7826782,Central Region
Madhya Pradesh,2018,2,Tikamgarh,68970,93783367.77,24.7712387,78.835802,Central Region
Madhya Pradesh,2018,2,Seoni,112462,149334604.7,21.6843487,80.2715206,Central Region
Madhya Pradesh,2018,2,Harda,60536,124597087.2,22.3406138,77.0934034,Central Region
Madhya Pradesh,2018,2,Burhanpur,47282,71514661.9,22.3406138,77.0934034,Central Region
Madhya Pradesh,2018,2,Damoh,80644,107757242.7,21.8979776,80.7917082,Central Region
Madhya Pradesh,2018,2,Bhopal,2101870,3162583723,23.2301418,77.4179774,Central Region
Madhya Pradesh,2018,2,Jhabua,26063,41023385.14,22.6579114,75.8850109,Central Region
Madhya Pradesh,2018,2,Dhar,238497,351923713,22.7109387,75.8334557,Central Region
Madhya Pradesh,2018,2,Guna,168387,187110752.5,24.646649,77.3079412,Central Region
Madhya Pradesh,2018,2,East Nimar,99771,146718816,21.75,76.583333,Central Region
Madhya Pradesh,2018,2,Chhindwara,210555,261719220.9,22.0509324,78.939744,Central Region
Madhya Pradesh,2018,2,Umaria,41149,63869947.88,23.5255015,80.8343366,Central Region
Madhya Pradesh,2018,2,Mandla,42090,73926032.85,22.5962197,80.3702688,Central Region
Madhya Pradesh,2018,2,Indore,1375908,2404399123,22.71113445,75.80768748,Central Region
Madhya Pradesh,2018,2,Shahdol,92269,170374864.7,23.3104023,81.3702978,Central Region
Madhya Pradesh,2018,2,Ratlam,157631,265107190.4,22.71673845,75.88149166,Central Region
Madhya Pradesh,2018,2,Panna,55200,68661778.11,24.7172329,80.1873717,Central Region
Madhya Pradesh,2018,2,Chhatarpur,116892,145073867.4,24.9072406,79.5844054,Central Region
Madhya Pradesh,2018,3,Morena,225109,314162389.2,26.4961372,77.9986659,Central Region
Madhya Pradesh,2018,3,Alirajpur,14499,31329484.46,22.3118775,74.3555894,Central Region
Madhya Pradesh,2018,3,Sehore,758026,813770551,23.1981078,77.0812948,Central Region
Madhya Pradesh,2018,3,Rajgarh,264264,490284208.9,25.3338446,77.5083732,Central Region
Madhya Pradesh,2018,3,Khargone,212212,367653656.9,21.8318939,75.6286115,Central Region
Madhya Pradesh,2018,3,Satna,336587,384859967.7,24.5684403,80.8321439,Central Region
Madhya Pradesh,2018,3,Narsinghpur,426854,345889819.4,22.9492648,79.1856846,Central Region
Madhya Pradesh,2018,3,Jabalpur,701227,958869249.4,23.22420115,79.98248902,Central Region
Madhya Pradesh,2018,3,Hoshangabad,232423,350613568,22.7575717,77.7188006,Central Region
Madhya Pradesh,2018,3,Vidisha,356894,387577329.3,23.5200947,77.8085902,Central Region
Madhya Pradesh,2018,3,Balaghat,206889,288749854,21.8611181,80.32141873,Central Region
Madhya Pradesh,2018,3,Singrauli,293194,484603524.9,21.8611181,80.32141873,Central Region
Madhya Pradesh,2018,3,Betul,255158,341596958.6,21.9034464,77.8983504,Central Region
Madhya Pradesh,2018,3,Sidhi,103433,217219534,22.7018563,75.86663525,Central Region
Madhya Pradesh,2018,3,Datia,80900,111289100.3,25.6406595,78.4559832,Central Region
Madhya Pradesh,2018,3,Dewas,396402,573244078.7,22.9622115,76.048227,Central Region
Madhya Pradesh,2018,3,Sheopur,47777,70204603.38,25.6760912,76.7120469,Central Region
Madhya Pradesh,2018,3,Neemuch,118927,193198515.3,25.6760912,76.7120469,Central Region
Madhya Pradesh,2018,3,Raisen,293648,347162115.3,23.3331473,77.7801239,Central Region
Madhya Pradesh,2018,3,Mandsaur,191633,279080875.2,24.0697229,75.0727169,Central Region
Madhya Pradesh,2018,3,Barwani,78050,129885904.7,22.7246439,75.8887036,Central Region
Madhya Pradesh,2018,3,Katni,135537,191678963.3,23.8323636,80.3920242,Central Region
Madhya Pradesh,2018,3,Dindori,48720,104963346,22.9460091,81.0751743,Central Region
Madhya Pradesh,2018,3,Shivpuri,247121,251982372.4,25.37524125,77.82811933,Central Region
Madhya Pradesh,2018,3,Gwalior,726317,1161920836,26.2,78.2,Central Region
Madhya Pradesh,2018,3,Anuppur,134714,214472109.8,26.2,78.2,Central Region
Madhya Pradesh,2018,3,Agar Malwa,80868,205469348.7,26.2,78.2,Central Region
Madhya Pradesh,2018,3,Ashoknagar,111938,147015386,24.57719,77.73266519,Central Region
Madhya Pradesh,2018,3,Sagar,792217,664927054,21.5479393,79.5481447,Central Region
Madhya Pradesh,2018,3,Niwari,29194,41047174.13,25.5575031,78.1466102,Central Region
Madhya Pradesh,2018,3,Rewa,566062,685929451.1,23.1689247,80.03308114,Central Region
Madhya Pradesh,2018,3,Shajapur,199572,298525129.1,23.4207601,76.27436,Central Region
Madhya Pradesh,2018,3,Ujjain,498756,721272323.6,22.8633236,75.8543994,Central Region
Madhya Pradesh,2018,3,Bhind,189161,242565162.4,26.5658766,78.7826782,Central Region
Madhya Pradesh,2018,3,Tikamgarh,85323,134625754,24.7712387,78.835802,Central Region
Madhya Pradesh,2018,3,Seoni,195122,241275224.8,21.6843487,80.2715206,Central Region
Madhya Pradesh,2018,3,Harda,83258,144520947.8,22.3406138,77.0934034,Central Region
Madhya Pradesh,2018,3,Burhanpur,70022,104462490.2,22.3406138,77.0934034,Central Region
Madhya Pradesh,2018,3,Damoh,110626,151909658.7,21.8979776,80.7917082,Central Region
Madhya Pradesh,2018,3,Bhopal,3157810,4500771533,23.2301418,77.4179774,Central Region
Madhya Pradesh,2018,3,Jhabua,38916,63326929.54,22.6579114,75.8850109,Central Region
Madhya Pradesh,2018,3,Dhar,425936,570906796.1,22.7109387,75.8334557,Central Region
Madhya Pradesh,2018,3,Guna,286324,342644569.4,24.646649,77.3079412,Central Region
Madhya Pradesh,2018,3,East Nimar,149436,217800277.7,21.75,76.583333,Central Region
Madhya Pradesh,2018,3,Chhindwara,321934,412767396,22.0509324,78.939744,Central Region
Madhya Pradesh,2018,3,Umaria,72491,120215633,23.5255015,80.8343366,Central Region
Madhya Pradesh,2018,3,Mandla,56024,111478477.4,22.5962197,80.3702688,Central Region
Madhya Pradesh,2018,3,Indore,2082530,3633508422,22.71113445,75.80768748,Central Region
Madhya Pradesh,2018,3,Shahdol,158517,276738576,23.3104023,81.3702978,Central Region
Madhya Pradesh,2018,3,Ratlam,278962,416785369.3,22.71673845,75.88149166,Central Region
Madhya Pradesh,2018,3,Panna,60946,90293317.94,24.7172329,80.1873717,Central Region
Madhya Pradesh,2018,3,Chhatarpur,138525,202696886.3,24.9072406,79.5844054,Central Region
Madhya Pradesh,2018,4,Morena,271585,469203779.7,26.4961372,77.9986659,Central Region
Madhya Pradesh,2018,4,Alirajpur,21963,45165476.84,22.3118775,74.3555894,Central Region
Madhya Pradesh,2018,4,Sehore,783146,1051788224,23.1981078,77.0812948,Central Region
Madhya Pradesh,2018,4,Rajgarh,347269,660055205,25.3338446,77.5083732,Central Region
Madhya Pradesh,2018,4,Khargone,284771,547527525.7,21.8318939,75.6286115,Central Region
Madhya Pradesh,2018,4,Satna,483123,591600774.7,24.5684403,80.8321439,Central Region
Madhya Pradesh,2018,4,Narsinghpur,258432,382951245.2,22.9492648,79.1856846,Central Region
Madhya Pradesh,2018,4,Jabalpur,866243,1360238729,23.22420115,79.98248902,Central Region
Madhya Pradesh,2018,4,Hoshangabad,308911,514857131,22.7575717,77.7188006,Central Region
Madhya Pradesh,2018,4,Vidisha,390739,483355119.6,23.5200947,77.8085902,Central Region
Madhya Pradesh,2018,4,Balaghat,338581,461847796,21.8611181,80.32141873,Central Region
Madhya Pradesh,2018,4,Singrauli,419946,737232794.9,21.8611181,80.32141873,Central Region
Madhya Pradesh,2018,4,Betul,326736,518818434.9,21.9034464,77.8983504,Central Region
Madhya Pradesh,2018,4,Sidhi,175484,332466149.7,22.7018563,75.86663525,Central Region
Madhya Pradesh,2018,4,Datia,122314,168858427.8,25.6406595,78.4559832,Central Region
Madhya Pradesh,2018,4,Dewas,501654,821092172.4,22.9622115,76.048227,Central Region
Madhya Pradesh,2018,4,Sheopur,61335,115195832.6,25.6760912,76.7120469,Central Region
Madhya Pradesh,2018,4,Neemuch,174140,282369348.9,25.6760912,76.7120469,Central Region
Madhya Pradesh,2018,4,Raisen,389796,524075459.1,23.3331473,77.7801239,Central Region
Madhya Pradesh,2018,4,Mandsaur,277416,391917400.3,24.0697229,75.0727169,Central Region
Madhya Pradesh,2018,4,Barwani,88949,180694126.4,22.7246439,75.8887036,Central Region
Madhya Pradesh,2018,4,Katni,193021,294787947,23.8323636,80.3920242,Central Region
Madhya Pradesh,2018,4,Dindori,70932,158767219.3,22.9460091,81.0751743,Central Region
Madhya Pradesh,2018,4,Shivpuri,378896,353412369.5,25.37524125,77.82811933,Central Region
Madhya Pradesh,2018,4,Gwalior,894712,1644666010,26.2,78.2,Central Region
Madhya Pradesh,2018,4,Anuppur,167782,320615508.7,26.2,78.2,Central Region
Madhya Pradesh,2018,4,Agar Malwa,105886,260783066.2,26.2,78.2,Central Region
Madhya Pradesh,2018,4,Ashoknagar,106583,194613632.9,24.57719,77.73266519,Central Region
Madhya Pradesh,2018,4,Sagar,573261,742271402.2,21.5479393,79.5481447,Central Region
Madhya Pradesh,2018,4,Niwari,47128,61816022.3,25.5575031,78.1466102,Central Region
Madhya Pradesh,2018,4,Rewa,588836,933681137.7,23.1689247,80.03308114,Central Region
Madhya Pradesh,2018,4,Shajapur,247546,401715212.2,23.4207601,76.27436,Central Region
Madhya Pradesh,2018,4,Ujjain,585638,981666410.7,22.8633236,75.8543994,Central Region
Madhya Pradesh,2018,4,Bhind,228728,380235556,26.5658766,78.7826782,Central Region
Madhya Pradesh,2018,4,Tikamgarh,128946,194635845.4,24.7712387,78.835802,Central Region
Madhya Pradesh,2018,4,Seoni,243126,359435415.4,21.6843487,80.2715206,Central Region
Madhya Pradesh,2018,4,Harda,108428,192765473.9,22.3406138,77.0934034,Central Region
Madhya Pradesh,2018,4,Burhanpur,88001,152806391.5,22.3406138,77.0934034,Central Region
Madhya Pradesh,2018,4,Damoh,162192,223242040.9,21.8979776,80.7917082,Central Region
Madhya Pradesh,2018,4,Bhopal,4226983,6249310701,23.2301418,77.4179774,Central Region
Madhya Pradesh,2018,4,Jhabua,58035,104063289.3,22.6579114,75.8850109,Central Region
Madhya Pradesh,2018,4,Dhar,536104,820460181.5,22.7109387,75.8334557,Central Region
Madhya Pradesh,2018,4,Guna,277175,459379018.9,24.646649,77.3079412,Central Region
Madhya Pradesh,2018,4,East Nimar,178194,299011356.5,21.75,76.583333,Central Region
Madhya Pradesh,2018,4,Chhindwara,431596,608429977.7,22.0509324,78.939744,Central Region
Madhya Pradesh,2018,4,Umaria,95954,164082883.5,23.5255015,80.8343366,Central Region
Madhya Pradesh,2018,4,Mandla,91790,172634998.5,22.5962197,80.3702688,Central Region
Madhya Pradesh,2018,4,Indore,2826520,5075021923,22.71113445,75.80768748,Central Region
Madhya Pradesh,2018,4,Shahdol,209180,388199322.8,23.3104023,81.3702978,Central Region
Madhya Pradesh,2018,4,Ratlam,328469,582214576.1,22.71673845,75.88149166,Central Region
Madhya Pradesh,2018,4,Panna,106697,152348677.1,24.7172329,80.1873717,Central Region
Madhya Pradesh,2018,4,Chhatarpur,218683,337223351.3,24.9072406,79.5844054,Central Region
Madhya Pradesh,2019,1,Morena,376798,590340172.5,26.4961372,77.9986659,Central Region
Madhya Pradesh,2019,1,Alirajpur,31490,57528445.88,22.3118775,74.3555894,Central Region
Madhya Pradesh,2019,1,Sehore,1598108,1381467050,23.1981078,77.0812948,Central Region
Madhya Pradesh,2019,1,Rajgarh,648061,849387423.7,25.3338446,77.5083732,Central Region
Madhya Pradesh,2019,1,Khargone,411986,660544853.7,21.8318939,75.6286115,Central Region
Madhya Pradesh,2019,1,Satna,764362,837796202.4,24.5684403,80.8321439,Central Region
Madhya Pradesh,2019,1,Narsinghpur,399379,518838319.3,22.9492648,79.1856846,Central Region
Madhya Pradesh,2019,1,Jabalpur,1489827,2066194878,23.22420115,79.98248902,Central Region
Madhya Pradesh,2019,1,Hoshangabad,553426,797390486.9,22.7575717,77.7188006,Central Region
Madhya Pradesh,2019,1,Vidisha,563457,611099764,23.5200947,77.8085902,Central Region
Madhya Pradesh,2019,1,Balaghat,554447,630492989,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,1,Singrauli,771972,909610315.9,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,1,Betul,534677,672533278.3,21.9034464,77.8983504,Central Region
Madhya Pradesh,2019,1,Sidhi,248937,410718619.9,22.7018563,75.86663525,Central Region
Madhya Pradesh,2019,1,Datia,180925,252504015.6,25.6406595,78.4559832,Central Region
Madhya Pradesh,2019,1,Dewas,911351,1084348082,22.9622115,76.048227,Central Region
Madhya Pradesh,2019,1,Sheopur,91429,135311510.1,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,1,Neemuch,354202,395660623.4,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,1,Raisen,695558,725879807.3,23.3331473,77.7801239,Central Region
Madhya Pradesh,2019,1,Mandsaur,483684,539074153.3,24.0697229,75.0727169,Central Region
Madhya Pradesh,2019,1,Barwani,128005,219244169.1,22.7246439,75.8887036,Central Region
Madhya Pradesh,2019,1,Katni,301180,409719255.7,23.8323636,80.3920242,Central Region
Madhya Pradesh,2019,1,Dindori,124325,177463422.5,22.9460091,81.0751743,Central Region
Madhya Pradesh,2019,1,Shivpuri,396289,453501159.7,25.37524125,77.82811933,Central Region
Madhya Pradesh,2019,1,Gwalior,1342886,2088543078,26.2,78.2,Central Region
Madhya Pradesh,2019,1,Anuppur,269466,368414431.6,26.2,78.2,Central Region
Madhya Pradesh,2019,1,Agar Malwa,172327,287964461.4,26.2,78.2,Central Region
Madhya Pradesh,2019,1,Ashoknagar,148509,228929290.7,24.57719,77.73266519,Central Region
Madhya Pradesh,2019,1,Sagar,925998,1031788235,21.5479393,79.5481447,Central Region
Madhya Pradesh,2019,1,Niwari,71604,94651228.74,25.5575031,78.1466102,Central Region
Madhya Pradesh,2019,1,Rewa,866533,1138882578,23.1689247,80.03308114,Central Region
Madhya Pradesh,2019,1,Shajapur,424237,496437268.9,23.4207601,76.27436,Central Region
Madhya Pradesh,2019,1,Ujjain,940607,1264261227,22.8633236,75.8543994,Central Region
Madhya Pradesh,2019,1,Bhind,359414,478039474.6,26.5658766,78.7826782,Central Region
Madhya Pradesh,2019,1,Tikamgarh,196901,261488913.1,24.7712387,78.835802,Central Region
Madhya Pradesh,2019,1,Seoni,372002,502814827.1,21.6843487,80.2715206,Central Region
Madhya Pradesh,2019,1,Harda,154078,230304157.9,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,1,Burhanpur,112881,179246644.1,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,1,Damoh,238517,302505344.3,21.8979776,80.7917082,Central Region
Madhya Pradesh,2019,1,Bhopal,8252290,9878412374,23.2301418,77.4179774,Central Region
Madhya Pradesh,2019,1,Jhabua,91081,139117371.3,22.6579114,75.8850109,Central Region
Madhya Pradesh,2019,1,Dhar,976357,1063530760,22.7109387,75.8334557,Central Region
Madhya Pradesh,2019,1,Guna,405000,561823338.1,24.646649,77.3079412,Central Region
Madhya Pradesh,2019,1,East Nimar,261800,382404007.5,21.75,76.583333,Central Region
Madhya Pradesh,2019,1,Chhindwara,712778,883844445.1,22.0509324,78.939744,Central Region
Madhya Pradesh,2019,1,Umaria,173141,228656214.2,23.5255015,80.8343366,Central Region
Madhya Pradesh,2019,1,Mandla,142749,220376060.1,22.5962197,80.3702688,Central Region
Madhya Pradesh,2019,1,Indore,5731364,8462300131,22.71113445,75.80768748,Central Region
Madhya Pradesh,2019,1,Shahdol,314212,487101458.4,23.3104023,81.3702978,Central Region
Madhya Pradesh,2019,1,Ratlam,547587,739522679.3,22.71673845,75.88149166,Central Region
Madhya Pradesh,2019,1,Panna,157047,212311094.1,24.7172329,80.1873717,Central Region
Madhya Pradesh,2019,1,Chhatarpur,325808,469959429.5,24.9072406,79.5844054,Central Region
Madhya Pradesh,2019,2,Morena,343097,759305410.9,26.4961372,77.9986659,Central Region
Madhya Pradesh,2019,2,Alirajpur,34336,69497452.42,22.3118775,74.3555894,Central Region
Madhya Pradesh,2019,2,Sehore,1000398,1498323454,23.1981078,77.0812948,Central Region
Madhya Pradesh,2019,2,Rajgarh,514081,1017424332,25.3338446,77.5083732,Central Region
Madhya Pradesh,2019,2,Khargone,382282,750061980.5,21.8318939,75.6286115,Central Region
Madhya Pradesh,2019,2,Satna,616768,985174475,24.5684403,80.8321439,Central Region
Madhya Pradesh,2019,2,Narsinghpur,346905,606090629.4,22.9492648,79.1856846,Central Region
Madhya Pradesh,2019,2,Jabalpur,2003659,3365108021,23.22420115,79.98248902,Central Region
Madhya Pradesh,2019,2,Hoshangabad,733352,1398321448,22.7575717,77.7188006,Central Region
Madhya Pradesh,2019,2,Vidisha,481189,790501880.7,23.5200947,77.8085902,Central Region
Madhya Pradesh,2019,2,Balaghat,449840,762685263.3,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,2,Singrauli,551954,992797313.5,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,2,Betul,449045,767821477.1,21.9034464,77.8983504,Central Region
Madhya Pradesh,2019,2,Sidhi,233508,493694170.5,22.7018563,75.86663525,Central Region
Madhya Pradesh,2019,2,Datia,152773,339467343.8,25.6406595,78.4559832,Central Region
Madhya Pradesh,2019,2,Dewas,705805,1221413819,22.9622115,76.048227,Central Region
Madhya Pradesh,2019,2,Sheopur,84977,183254253.4,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,2,Neemuch,256620,436804315.4,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,2,Raisen,560941,900587870.7,23.3331473,77.7801239,Central Region
Madhya Pradesh,2019,2,Mandsaur,389452,635844969.5,24.0697229,75.0727169,Central Region
Madhya Pradesh,2019,2,Barwani,124076,248252777.3,22.7246439,75.8887036,Central Region
Madhya Pradesh,2019,2,Katni,293589,520588852,23.8323636,80.3920242,Central Region
Madhya Pradesh,2019,2,Dindori,113733,239975836,22.9460091,81.0751743,Central Region
Madhya Pradesh,2019,2,Shivpuri,300960,547286279.8,25.37524125,77.82811933,Central Region
Madhya Pradesh,2019,2,Gwalior,1264694,2419928141,26.2,78.2,Central Region
Madhya Pradesh,2019,2,Anuppur,224927,402977513.3,26.2,78.2,Central Region
Madhya Pradesh,2019,2,Agar Malwa,149682,343520367.2,26.2,78.2,Central Region
Madhya Pradesh,2019,2,Ashoknagar,137874,294579713.3,24.57719,77.73266519,Central Region
Madhya Pradesh,2019,2,Sagar,758405,1228020791,21.5479393,79.5481447,Central Region
Madhya Pradesh,2019,2,Niwari,63955,126884358.2,25.5575031,78.1466102,Central Region
Madhya Pradesh,2019,2,Rewa,718741,1390495018,23.1689247,80.03308114,Central Region
Madhya Pradesh,2019,2,Shajapur,339228,612106800.3,23.4207601,76.27436,Central Region
Madhya Pradesh,2019,2,Ujjain,869522,1520840062,22.8633236,75.8543994,Central Region
Madhya Pradesh,2019,2,Bhind,302340,626308252.6,26.5658766,78.7826782,Central Region
Madhya Pradesh,2019,2,Tikamgarh,157005,307990547.1,24.7712387,78.835802,Central Region
Madhya Pradesh,2019,2,Seoni,329624,648666931.9,21.6843487,80.2715206,Central Region
Madhya Pradesh,2019,2,Harda,142930,326718386.4,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,2,Burhanpur,105876,207175425.2,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,2,Damoh,196650,365700982.5,21.8979776,80.7917082,Central Region
Madhya Pradesh,2019,2,Bhopal,12031142,17309015091,23.2301418,77.4179774,Central Region
Madhya Pradesh,2019,2,Jhabua,77960,161135239.3,22.6579114,75.8850109,Central Region
Madhya Pradesh,2019,2,Dhar,688408,1123223534,22.7109387,75.8334557,Central Region
Madhya Pradesh,2019,2,Guna,350879,721667755.4,24.646649,77.3079412,Central Region
Madhya Pradesh,2019,2,East Nimar,258938,458126334.6,21.75,76.583333,Central Region
Madhya Pradesh,2019,2,Chhindwara,645533,1108779631,22.0509324,78.939744,Central Region
Madhya Pradesh,2019,2,Umaria,138398,247440808.3,23.5255015,80.8343366,Central Region
Madhya Pradesh,2019,2,Mandla,146979,272824616.4,22.5962197,80.3702688,Central Region
Madhya Pradesh,2019,2,Indore,8459734,14340814113,22.71113445,75.80768748,Central Region
Madhya Pradesh,2019,2,Shahdol,283233,548392883.7,23.3104023,81.3702978,Central Region
Madhya Pradesh,2019,2,Ratlam,436200,837756959.2,22.71673845,75.88149166,Central Region
Madhya Pradesh,2019,2,Panna,144870,264866666.6,24.7172329,80.1873717,Central Region
Madhya Pradesh,2019,2,Chhatarpur,298946,588325833.1,24.9072406,79.5844054,Central Region
Madhya Pradesh,2019,3,Morena,420577,810520758.3,26.4961372,77.9986659,Central Region
Madhya Pradesh,2019,3,Alirajpur,43708,73365800.6,22.3118775,74.3555894,Central Region
Madhya Pradesh,2019,3,Sehore,1227719,1645829157,23.1981078,77.0812948,Central Region
Madhya Pradesh,2019,3,Rajgarh,630750,1064320991,25.3338446,77.5083732,Central Region
Madhya Pradesh,2019,3,Khargone,501626,879202941.5,21.8318939,75.6286115,Central Region
Madhya Pradesh,2019,3,Satna,725235,1059489130,24.5684403,80.8321439,Central Region
Madhya Pradesh,2019,3,Narsinghpur,453436,650967602.9,22.9492648,79.1856846,Central Region
Madhya Pradesh,2019,3,Jabalpur,2424190,3585214329,23.22420115,79.98248902,Central Region
Madhya Pradesh,2019,3,Hoshangabad,790986,1383313405,22.7575717,77.7188006,Central Region
Madhya Pradesh,2019,3,Vidisha,727266,854570416.6,23.5200947,77.8085902,Central Region
Madhya Pradesh,2019,3,Balaghat,567601,887611890.2,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,3,Singrauli,642493,1173251043,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,3,Betul,563154,847202003.7,21.9034464,77.8983504,Central Region
Madhya Pradesh,2019,3,Sidhi,273664,512669032.7,22.7018563,75.86663525,Central Region
Madhya Pradesh,2019,3,Datia,185547,310956418.4,25.6406595,78.4559832,Central Region
Madhya Pradesh,2019,3,Dewas,992605,1490521770,22.9622115,76.048227,Central Region
Madhya Pradesh,2019,3,Sheopur,103886,192951569,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,3,Neemuch,327456,519709448,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,3,Raisen,773784,949746911.3,23.3331473,77.7801239,Central Region
Madhya Pradesh,2019,3,Mandsaur,494027,761949946.9,24.0697229,75.0727169,Central Region
Madhya Pradesh,2019,3,Barwani,171739,319751040.8,22.7246439,75.8887036,Central Region
Madhya Pradesh,2019,3,Katni,402094,593226092,23.8323636,80.3920242,Central Region
Madhya Pradesh,2019,3,Dindori,141683,264100608.9,22.9460091,81.0751743,Central Region
Madhya Pradesh,2019,3,Shivpuri,480685,623887050.3,25.37524125,77.82811933,Central Region
Madhya Pradesh,2019,3,Gwalior,1945426,2938882605,26.2,78.2,Central Region
Madhya Pradesh,2019,3,Anuppur,268378,433772254.1,26.2,78.2,Central Region
Madhya Pradesh,2019,3,Agar Malwa,186478,369483216.8,26.2,78.2,Central Region
Madhya Pradesh,2019,3,Ashoknagar,165758,310769626,24.57719,77.73266519,Central Region
Madhya Pradesh,2019,3,Sagar,935229,1347968051,21.5479393,79.5481447,Central Region
Madhya Pradesh,2019,3,Niwari,78935,130837866.2,25.5575031,78.1466102,Central Region
Madhya Pradesh,2019,3,Rewa,935300,1453796035,23.1689247,80.03308114,Central Region
Madhya Pradesh,2019,3,Shajapur,433966,673322001.2,23.4207601,76.27436,Central Region
Madhya Pradesh,2019,3,Ujjain,1287391,1861274344,22.8633236,75.8543994,Central Region
Madhya Pradesh,2019,3,Bhind,380363,630475529.7,26.5658766,78.7826782,Central Region
Madhya Pradesh,2019,3,Tikamgarh,186786,324341358.1,24.7712387,78.835802,Central Region
Madhya Pradesh,2019,3,Seoni,410048,692944134.2,21.6843487,80.2715206,Central Region
Madhya Pradesh,2019,3,Harda,168509,293038210.5,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,3,Burhanpur,161877,260769325.4,22.3406138,77.0934034,Central Region
Madhya Pradesh,2019,3,Damoh,237834,397137186.7,21.8979776,80.7917082,Central Region
Madhya Pradesh,2019,3,Bhopal,15339970,19449113922,23.2301418,77.4179774,Central Region
Madhya Pradesh,2019,3,Jhabua,102684,188820321.1,22.6579114,75.8850109,Central Region
Madhya Pradesh,2019,3,Dhar,895526,1358217450,22.7109387,75.8334557,Central Region
Madhya Pradesh,2019,3,Guna,504290,805281720.2,24.646649,77.3079412,Central Region
Madhya Pradesh,2019,3,East Nimar,355840,531815119.3,21.75,76.583333,Central Region
Madhya Pradesh,2019,3,Chhindwara,855072,1250371333,22.0509324,78.939744,Central Region
Madhya Pradesh,2019,3,Umaria,165477,284003592,23.5255015,80.8343366,Central Region
Madhya Pradesh,2019,3,Mandla,206390,305989954,22.5962197,80.3702688,Central Region
Madhya Pradesh,2019,3,Indore,11739888,17332954157,22.71113445,75.80768748,Central Region
Madhya Pradesh,2019,3,Shahdol,388129,640132896.6,23.3104023,81.3702978,Central Region
Madhya Pradesh,2019,3,Ratlam,684393,1045629824,22.71673845,75.88149166,Central Region
Madhya Pradesh,2019,3,Panna,161511,268994053,24.7172329,80.1873717,Central Region
Madhya Pradesh,2019,3,Chhatarpur,363052,641856047.4,24.9072406,79.5844054,Central Region
Madhya Pradesh,2019,4,Morena,552247,1176653200,26.4961372,77.9986659,Central Region
Madhya Pradesh,2019,4,Alirajpur,59374,111375197.4,22.3118775,74.3555894,Central Region
Madhya Pradesh,2019,4,Sehore,1629869,2294177801,23.1981078,77.0812948,Central Region
Madhya Pradesh,2019,4,Rajgarh,796105,1515871631,25.3338446,77.5083732,Central Region
Madhya Pradesh,2019,4,Khargone,689426,1235838033,21.8318939,75.6286115,Central Region
Madhya Pradesh,2019,4,Satna,983069,1510243338,24.5684403,80.8321439,Central Region
Madhya Pradesh,2019,4,Narsinghpur,583854,932750800.2,22.9492648,79.1856846,Central Region
Madhya Pradesh,2019,4,Jabalpur,2901762,4636477564,23.22420115,79.98248902,Central Region
Madhya Pradesh,2019,4,Hoshangabad,962252,1753044610,22.7575717,77.7188006,Central Region
Madhya Pradesh,2019,4,Vidisha,874643,1255756248,23.5200947,77.8085902,Central Region
Madhya Pradesh,2019,4,Balaghat,786128,1261417059,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,4,Singrauli,888076,1620787626,21.8611181,80.32141873,Central Region
Madhya Pradesh,2019,4,Betul,777178,1258725233,21.9034464,77.8983504,Central Region
Madhya Pradesh,2019,4,Sidhi,371875,757811477.4,22.7018563,75.86663525,Central Region
Madhya Pradesh,2019,4,Datia,229322,432679416,25.6406595,78.4559832,Central Region
Madhya Pradesh,2019,4,Dewas,1251392,2061011652,22.9622115,76.048227,Central Region
Madhya Pradesh,2019,4,Sheopur,143865,283784507.7,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,4,Neemuch,437313,761018666.7,25.6760912,76.7120469,Central Region
Madhya Pradesh,2019,4,Raisen,909026,1299786957,23.3331473,77.7801239,Central Region
Madhya Pradesh,2019,4,Mandsaur,666721,1174728689,24.0697229,75.0727169,Central Region
